smiles,base_material,dielectric_constant,tg_celsius,density_g_cm3,thickness_nm,applied_voltage,temp_c,sim_capacitance_F,sim_status
FC(F)(F)CC(Cl)CC(Cl)Cl,PVC,3.553613867669569,76.81348456469934,1.3526713869565994,4468.837397896647,242.63402933639884,200,0.0,Failed
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,2.973460356253652,109.27764904607167,1.1737805667755412,1024.0485491642978,194.38906453573463,300,0.0,Failed
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.8351761710150263,144.0891996885963,1.1902613848638963,2051.25596788404,454.4751281232228,25,0.0,Failed
CCCC(F)(F)CC(F)(F)C(=O)O,PVDF,11.96735877061482,-34.84646316140665,1.7789213607338077,4953.531202966404,499.83013074882587,200,0.0,Failed
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)C#N,PMMA,2.950732509657766,107.7144950296399,1.143924624628618,1575.479611742982,152.25686282097212,200,0.0,Failed
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,3.0006540762483573,101.31694081854084,1.2045484615359048,2558.918373071876,401.12595684084704,200,110.262451464664,Success
CC(=O)CCCCCCC,PE,2.137058630961965,-115.14578729629994,0.94153719007894,2154.6347626331035,490.069649668812,25,0.0,Failed
COc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.865082851072481,146.42396402338517,1.244555997185005,2161.075721444521,412.2648677585321,100,0.0,Failed
c1ccccc1CCCCCC(=O)NCl,Nylon-6,3.524840940245984,43.70649455025042,1.091194227719395,1932.7922713673825,244.3167407132867,25,0.0,Failed
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)Cl,PMMA,3.060149262844935,106.32154821653246,1.1865861617137243,1506.1824420264857,139.70722284471847,25,0.0,Failed
COCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,3.0882856762621183,109.4136463139088,1.153640155067466,2894.091960474492,462.1165137048673,300,0.0,Failed
CCCCC(C)CC(C)CCC,PP,2.1544694694939737,-13.096392941088864,0.9382818269775026,4815.736346268919,114.76128660956414,100,0.0,Failed
c1ccccc1CCCCCOC,PE,2.2834579767838528,-124.98437230477607,0.9332210373895744,2438.5833922558354,179.29731860550623,25,0.0,Failed
FC(F)(F)CCCCCC(=O)NCCC,Nylon-6,3.4007514441600266,50.73101922638236,1.1491126331636905,1919.8076326061005,313.47397411665384,100,163.54790022414699,Success
c1ccccc1C(F)(F)C(F)(F)OC,PTFE,2.11695467715221,112.0806513796858,2.1663261260263504,1252.490671058368,436.584029637933,100,0.0,Failed
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.8204870918893894,142.04634266996703,1.2339801785642313,4645.545247713076,442.8420223103592,300,59.2157257581375,Success
CCCC(F)(F)CC(F)(F)C(=O)O,PVDF,12.05497642996255,-33.0162508558827,1.7690344225788175,3055.0916259971423,373.6353570595494,200,0.0,Failed
CCC(Cl)CC(Cl)CCC,PVC,3.5350545960914825,78.77311632458581,1.396954768617158,2655.186208078057,312.4439420115966,25,0.0,Failed
CCCC(=O)c1ccc(cc1)C(=O)OCCOOC,PET,3.3993257276938045,74.11678479047724,1.403962081826042,4795.334242214606,469.4999611509921,25,0.0,Failed
COCC(F)(F)CC(F)(F)C(F)(F)F,PVDF,12.000076979579742,-33.6861708663115,1.7912168020321713,2367.14074868024,383.5731869640918,200,0.0,Failed
CCCCCCCC(=O)O,PE,2.290587701093465,-120.12096486707247,0.9652717871364076,1810.436662663138,45.43656564378618,300,0.0,Failed
FC(F)(F)CC(Cl)CC(Cl)Cl,PVC,3.5680447363168866,83.6190070796855,1.4176447169004325,1796.7386267107877,338.4345789231494,300,0.0,Failed
COC(F)(F)C(F)(F)C,PTFE,2.129334885223064,113.0152355100478,2.1843036546103662,1969.494487726033,497.479816021776,25,102.35724724001099,Success
CCC(C)CC(C)C,PP,2.1300697868028595,-6.7536658630840805,0.9383028180962364,1606.109776740821,355.15035873912154,300,124.140198721361,Success
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.544285780865549,104.13136821140844,1.047103118607768,3040.39610307446,427.86546022368873,300,0.0,Failed
c1ccccc1C(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.299983246298058,72.02467048273503,1.3983536261391714,2459.453535157309,358.86529681349,200,125.30854488863599,Success
c1ccccc1C(F)(F)C(F)(F)C#N,PTFE,2.017262107019239,116.49340628545237,2.203358501422936,3467.4970375411835,178.5467001909507,25,0.0,Failed
CCCCCCC(=O)NC#N,Nylon-6,3.598364341446997,49.097427430871726,1.1646148056727084,2804.1356928545347,48.79072621204008,300,0.0,Failed
COCC(Cl)CC(Cl)OC,PVC,3.5739042973379584,75.20923220991955,1.3923517704449508,1441.8793209729154,59.24513474138264,200,0.0,Failed
CCCCCCC(=O)NCCC,Nylon-6,3.5404577857066712,49.31162945007937,1.133361778928984,577.7238912806018,364.8048842006845,100,549.480106145353,Success
COCC(C)CC(C)C(F)(F)F,PP,2.1275088793915726,-14.173644324830189,0.8841812175568423,3409.7392097042166,97.1446533052008,100,0.0,Failed
CC(=O)CC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.4297942297002875,95.2955037906556,1.014755606768101,1755.8023592274,471.3888646561224,25,129.235716733133,Success
CC(=O)CC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,3.01102830139185,104.151877646117,1.1778290359571568,4679.9411029582525,397.7788054828187,200,0.0,Failed
c1ccccc1CCCCCC(=O)NC(F)(F)F,Nylon-6,3.4483592805003664,50.1617434470966,1.125330349769717,964.2693061211166,46.044111879687705,300,323.49829788442605,Success
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.48124409083618,95.84517570601102,1.039965639540391,2272.442053893922,16.790868213532075,300,0.0,Failed
CC(=O)CC(C)CC(C)Cl,PP,2.230688528864712,-5.71933597478302,0.852159338169056,725.8841049450293,213.0468236096885,25,0.0,Failed
CC(=O)C(F)(F)C(F)(F)C,PTFE,2.063765920399577,117.90676190797566,2.201063432118742,1873.3840121457547,450.3990405037541,100,0.0,Failed
COCCCCCCCC,PE,2.1959750976018664,-115.07397540820048,0.9546988324283476,1087.5713470071018,280.94320604458915,100,0.0,Failed
NCC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.4637969331025515,101.60346301763816,1.046399565703594,3652.661791596348,422.0180330127874,25,65.53999471076129,Success
c1ccccc1CCCCCCl,PE,2.2456962559264118,-116.81339916933868,0.8768964361506595,1655.9719215979983,422.4681013323087,25,0.0,Failed
CCCCC(F)(F)CC(F)(F)C,PVDF,11.938568470032235,-38.9085541224642,1.810548744999653,2048.44077185155,194.4932162741108,200,0.0,Failed
NC(F)(F)C(F)(F)C(F)(F)F,PTFE,2.1798553978151323,114.36554249783036,2.220346437519986,619.3969069937853,102.79866676835412,25,0.0,Failed
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC,Polycarbonate,2.818432669244625,147.38142938954908,1.194129733080719,4379.911834174487,400.2968702076608,200,62.644526576348,Success
CCCCC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.406341414359452,99.41446630685846,1.0783451708903495,2217.113135869964,481.6640545561227,200,0.0,Failed
CCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.4315119344158407,102.71614134975026,1.09285905799862,1580.527802264964,108.28531300348855,100,0.0,Failed
CCCCC(F)(F)CC(F)(F)CCC,PVDF,12.058609652350698,-38.13665278956719,1.756241139217771,4799.586035727911,119.65080909387292,300,0.0,Failed
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.4604590404192304,104.40659608841564,1.0275806592638692,1011.3455366067042,474.6698083386163,300,222.195112629601,Success
COC(F)(F)C(F)(F)C(=O)O,PTFE,2.112129739520742,117.0220272401184,2.154842374884711,1448.620705624481,58.99567427607359,300,135.817092265462,Success
CC(=O)CC(C)CC(C)CCC,PP,2.2576825243179472,-9.034322638123292,0.9378253363591992,4781.459762317048,20.89352016576537,200,47.1792059128334,Success
CC(F)(F)C(F)(F)OC,PTFE,2.1589670662136915,110.9609390677877,2.1583938299343357,1835.71208994274,37.91405376928434,300,110.79259538168901,Success
CCCCCCCC(=O)NC(=O)O,Nylon-6,3.581831424919726,51.59285342948522,1.1623282775703634,4816.379073814153,110.65329835380244,100,0.0,Failed
ClCCCCCOC,PE,2.1211029795895757,-118.06919242418935,0.9591101100216928,4544.547467571074,346.629688634548,200,0.0,Failed
ClCC(F)(F)CC(F)(F)OC,PVDF,11.948709312257789,-36.95331620061594,1.7533959813835212,4182.112087047646,99.87174205212256,200,258.773191645322,Success
NC(=O)c1ccc(cc1)C(=O)OCCOCCC,PET,3.395784929495828,79.04298981551166,1.4089647783573862,2810.826298261214,323.1437940405942,200,0.0,Failed
FC(F)(F)C(F)(F)C(F)(F)C#N,PTFE,2.147574507269203,110.63981588199871,2.2253618520519987,2646.965406353959,236.49803137069208,100,0.0,Failed
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.395537139441684,72.8084492992466,1.3346641970913686,2088.1874465501714,54.08888544864032,300,0.0,Failed
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.8021330815825176,145.3922852318979,1.206256541454486,4059.341648586989,356.87413212878727,100,0.0,Failed
c1ccccc1CC(C)CC(C)C,PP,2.1308990972117843,-13.51260152891777,0.9341387050023215,1506.16321187001,44.55080421307264,300,0.0,Failed
CC(F)(F)C(F)(F)C(=O)O,PTFE,2.05773270006065,118.39935912447314,2.178035036180128,3072.6659004612625,92.18974226833792,100,65.4291337478826,Success
c1ccccc1C(F)(F)C(F)(F)CCC,PTFE,2.1639798530994883,117.3261692160574,2.2379819403720127,3907.458219619225,389.9145273087318,200,54.6701048194245,Success
CC(F)(F)C(F)(F)Cl,PTFE,2.084762479133434,112.65403408589168,2.240663215916437,3132.4230629194994,139.02504290050896,25,0.0,Failed
CCCCCCCCC(=O)NC,Nylon-6,3.5853207019555287,46.1841200670356,1.148640224408687,1353.1137788587898,260.380505636914,25,0.0,Failed
COC(=O)c1ccc(cc1)C(=O)OCCOCC,PET,3.296017558012437,77.83221228061142,1.419649313414008,995.629830181797,331.59044582027224,100,0.0,Failed
COCC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.4457448931583308,104.347424518563,1.0500447652556384,2998.655853345925,46.283681756948525,200,0.0,Failed
CC(=O)CC(F)(F)CC(F)(F)Cl,PVDF,11.941026422840489,-31.457312445041445,1.7685651114200591,1621.1229536820724,489.0479931962376,300,0.0,Failed
CCCCCCCCC(F)(F)F,PE,2.207415449797549,-116.13787919612336,0.9148191180600322,1861.3618542495649,288.40901246717016,25,111.676127659421,Success
COCC(c1ccccc1)CC(c1ccccc1)CC,Polystyrene,2.454415613718715,103.59299764194446,1.0802706864611564,4944.109864405665,494.7319957570824,100,49.2207534917092,Success
c1ccccc1CCCCCC(=O)O,PE,2.212099482643552,-122.80811812188772,0.905984237021763,2951.302771626945,96.0502281873068,200,72.5804986080836,Success
CC(=O)CC(Cl)CC(Cl)CC,PVC,3.534596899062944,77.88868190111737,1.3705915119143617,3786.9650890554863,417.303955590721,100,0.0,Failed
CCC(F)(F)C(F)(F)CC,PTFE,2.018237994402821,114.16691018135172,2.174968756879448,3842.9936233590174,94.23743784471824,300,52.200325617436505,Success
NCCCCCCl,PE,2.116242656862965,-118.3314090601101,0.9053851614671804,3068.341655289301,310.25470943279424,200,0.0,Failed
CC(=O)CCCCCC(=O)NCl,Nylon-6,3.4838427459413084,45.12752833556294,1.09296272736182,878.9073159353009,373.8133195099412,200,357.813322022733,Success
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.4733827438718605,100.05782610482068,1.0689725752858974,3770.552954981408,28.340392308200173,300,63.8340800533491,Success
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.860239876109636,145.6917756508638,1.1530689302168478,4833.704868179662,422.0437231229851,25,0.0,Failed
c1ccccc1CC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.4581568226353805,103.0331957337476,1.020301632802313,4269.170797539305,327.78481431842675,100,56.7257764081033,Success
CC(=O)CC(C)CC(C)CC,PP,2.1913060088621616,-9.287203265935606,0.9358790571908646,2122.959855520214,48.926907146997,300,97.97164960542531,Success
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)CC,PMMA,2.9417502132648927,104.40611496101992,1.2236354781671983,4944.7100004962485,212.81185462930893,25,57.9435095976374,Success
NCCCCCC,PE,2.235442965698765,-117.08919223882184,0.9386984067074238,2424.299853825725,496.402469002672,25,88.1099669845572,Success
ClCC(c1ccccc1)CC(c1ccccc1)C(F)(F)F,Polystyrene,2.5032471434417944,102.84990948921944,1.07932716835729,3364.695296196179,249.37807179658725,300,71.8749806868362,Success
CC(=O)C(F)(F)C(F)(F)C#N,PTFE,2.189548992118894,117.86871877276576,2.2136724450045158,1757.1730528487258,126.43753151215957,25,0.0,Failed
CC(=O)CCCCCC(F)(F)F,PE,2.1207578084580696,-119.27704072434229,0.947238600755036,711.0001929171672,350.94469306093697,25,270.898899201736,Success
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PTFE,2.0393258103669822,111.81794713473366,2.1755375738763707,3138.690979964612,430.9602194184425,100,0.0,Failed
NCC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,3.046522499461845,100.8102445539019,1.1654629395372489,2831.762787966088,438.07221418266175,300,0.0,Failed
NCC(C)CC(C)Cl,PP,2.1067947813093846,-12.06180510343341,0.9405605483777272,846.5545911177971,15.451298815999412,300,0.0,Failed
CCC(=O)c1ccc(cc1)C(=O)OCCOCCC,PET,3.2780563443711954,70.14620782917385,1.3951049303373098,4016.106851927487,60.98063987408671,100,0.0,Failed
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,2.9513656674630684,107.21401732147298,1.2016408079852854,1112.6160489458755,192.0579645081104,100,241.666353325333,Success
ClOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(=O)O,Polycarbonate,2.841549832438381,143.5344235043371,1.2394895950739253,916.206668872413,79.50180337674001,100,0.0,Failed
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C#N,PMMA,2.950848488795031,104.97426459461876,1.1673537972769912,1933.2024108783544,454.8262185235192,300,141.837923900697,Success
CCCCC(F)(F)CC(F)(F)CCC,PVDF,12.007398768254784,-36.129212859504165,1.807926320680043,2107.205811186261,401.42867454832646,100,0.0,Failed
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,2.9399876619246075,103.98180109770112,1.1571200262947343,2180.7159091113544,214.6820297581498,200,125.979521221021,Success
CC(=O)CC(C)CC(C)C#N,PP,2.179435732963296,-14.447448778104173,0.9210471599239766,3104.2593379475547,35.35754955807764,200,68.2903603233938,Success
ClCCCCCC(F)(F)F,PE,2.228332347840739,-117.48162406835569,0.8776001803966089,1269.7086442833986,63.772571422500846,300,162.138984141191,Success
CCCCC(c1ccccc1)CC(c1ccccc1)C,Polystyrene,2.4318734940879447,95.78552795850128,1.0175684182574931,3422.255011655425,474.48693689422186,100,0.0,Failed
CCCCCCCC(=O)NCl,Nylon-6,3.536708701219064,42.86853671141295,1.1853937105722436,4937.707438512851,233.9856649792844,100,68.6891981239742,Success
FC(F)(F)CC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.954119921162983,104.66474435971492,1.1413527126147012,4368.375175772904,338.16231734105565,200,0.0,Failed
NCC(F)(F)CC(F)(F)C,PVDF,11.957868193823495,-32.80001257193799,1.7867662041774872,4083.67203442824,109.01335624696192,100,0.0,Failed
ClCCCCCC(=O)NCC,Nylon-6,3.477258541346916,49.29556494803925,1.171025489313508,2506.4887110725067,238.8685112173582,300,0.0,Failed
CCCCCCCCC,PE,2.2689684416266407,-116.5094406108106,0.9682015931411244,3876.044845484815,390.43446754409086,100,57.515125129511304,Success
CCCCC(Cl)CC(Cl)Cl,PVC,3.552325483990377,75.30428117341265,1.4324192935328108,2942.0367959320724,155.74759430260823,300,0.0,Failed
c1ccccc1CC(F)(F)CC(F)(F)C#N,PVDF,11.981672314662616,-36.20682014321297,1.8090703726499728,1351.417321532504,269.2078307858307,300,791.923570281379,Success
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.8361754510393467,146.04043077226345,1.1934719661453903,4256.581649650763,176.30093604463832,300,0.0,Failed
CCCC(Cl)CC(Cl)C,PVC,3.582848895447301,76.5394344105071,1.449187738133593,1337.5776370799974,272.66644118250355,25,0.0,Failed
COCC(c1ccccc1)CC(c1ccccc1)OC,Polystyrene,2.453082293445317,98.39677311229126,1.0462910305346378,1247.9951800959388,357.83243035215304,200,180.79950467422302,Success
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.9452044558081463,143.618085486895,1.179629957367713,4249.816993306607,120.94051319845929,25,67.1152824008776,Success
ClCC(C)(C(=O)OC)CC(C)(C(=O)OC)OC,PMMA,2.9943305660614548,109.49318304272532,1.1925222868594774,1055.9240571452951,283.7164329575156,300,257.865533032033,Success
CCCC(=O)c1ccc(cc1)C(=O)OCCOC#N,PET,3.3400009647948488,77.24244484541641,1.406492423158391,2625.3490339829623,59.78506610535394,200,119.079252039867,Success
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)CCC,PMMA,2.9155079175261065,103.1306126562969,1.1807503974578275,3266.95578116714,162.2107661453779,25,0.0,Failed
CC(=O)CCCCCC,PE,2.126273966166743,-119.76604015865011,0.935792125369523,3418.0140719783262,291.95451498948734,200,0.0,Failed
ClC(F)(F)C(F)(F)C,PTFE,2.0280231207517927,111.01067724184594,2.1802592356894515,3945.5727713201736,388.9071766332417,200,0.0,Failed
c1ccccc1Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.9049910287132903,146.48125172989452,1.222550268968741,811.0830300920329,30.61285293246652,25,0.0,Failed
CCCC(F)(F)C(F)(F)C(F)(F)F,PTFE,2.0658499861514894,114.77076418369109,2.2064865927248194,2604.862033866094,48.13258429164829,200,76.5807424979185,Success
COCCCCCCC,PE,2.165144665661725,-124.63324732887088,0.9687282923478224,2871.267961888741,191.0035404156695,100,73.0224575861394,Success
ClC(=O)c1ccc(cc1)C(=O)OCCOC,PET,3.2291088185812606,72.93372600884572,1.364054622648842,1638.8487089406324,346.5505595367764,100,0.0,Failed
CCCC(F)(F)C(F)(F)OC,PTFE,2.165973458867664,116.52191810473144,2.1579282498555465,2551.3658187117026,298.2495759741853,200,81.5600707315977,Success
CCCC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.5886725194920968,101.34631162139334,1.0970577030784183,4356.2848651728455,110.95707465412184,25,0.0,Failed
CCCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OOC,Polycarbonate,2.988700832390009,143.3548263252989,1.1528720722127344,1282.5673549375038,447.7560601507972,25,213.098076062887,Success
NCC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.51301483674921,100.5226388873792,1.029660735120948,533.4685530233825,58.66179618873313,25,423.916343737757,Success
NCCCCCC(=O)NCC,Nylon-6,3.4964931874075207,46.46871861370063,1.1441778758779546,1308.9899203837826,364.5904024107265,100,0.0,Failed
ClCC(F)(F)CC(F)(F)CCC,PVDF,11.921232720026367,-30.480602237536864,1.8282673396596325,1592.0754830939125,141.78944697818562,100,0.0,Failed
NCC(F)(F)CC(F)(F)C(F)(F)F,PVDF,11.932819258934597,-33.63716907193974,1.7532642305158508,3930.115653481388,467.60908005557593,25,274.57462129241196,Success
CCCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(F)(F)F,PMMA,2.9795644742699525,100.89182733620892,1.1999723176841277,917.4347336126148,108.10668130611474,25,0.0,Failed
CCCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,3.0441346807660974,109.9636184303258,1.2127171605017513,4668.317579009664,420.0588687499942,100,63.1803179721834,Success
NCCCCCC(=O)O,PE,2.299971595795825,-119.04808139859128,0.892335625397688,2797.7207807334376,457.23089672808,300,79.08643658519411,Success
CCCCC(Cl)CC(Cl)CCC,PVC,3.482184320043955,77.87089736439282,1.38529786575198,4118.28656850733,99.03143389666228,200,0.0,Failed
c1ccccc1CCCCCC(=O)NC(=O)O,Nylon-6,3.5901827970188305,47.3491936623462,1.1042582558460623,1216.262129014363,453.1469679981101,300,268.172252966972,Success
CCCCC(C)CC(C)C#N,PP,2.2675991623113188,-12.548450095172264,0.9065511183727268,2638.0897211896918,392.2007859504629,25,0.0,Failed
NOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC(F)(F)F,Polycarbonate,2.9389794365109,140.57532656530037,1.205782787808614,4360.527204135831,201.11640784569667,300,0.0,Failed
COCCCCCC(=O)NC(=O)O,Nylon-6,3.413238981974016,44.31071849430788,1.123834562495755,2283.764425603092,341.951706694276,25,0.0,Failed
CCCC(c1ccccc1)CC(c1ccccc1)CCC,Polystyrene,2.56690049721792,103.8189421559068,1.0688330822487522,4987.098435849814,262.46218074491685,25,0.0,Failed
COCCCCCOC,PE,2.1213637635705136,-116.23675883222406,0.9071872040735784,3456.1215997424238,480.8061057354272,300,0.0,Failed
FC(F)(F)CC(c1ccccc1)CC(c1ccccc1)C#N,Polystyrene,2.5324407365072266,104.97031071971848,1.0663209606258086,1217.6983293241929,459.84000887728206,25,0.0,Failed
CC(=O)c1ccc(cc1)C(=O)OCCOC(=O)O,PET,3.361369207825018,75.10127480249156,1.3822381037809937,2280.772769983112,471.7324046455177,200,0.0,Failed
CC(=O)CCCCCC(=O)NCl,Nylon-6,3.513646108403057,51.49343802742369,1.1005746172051991,1731.168356646858,359.67131279001364,100,186.460687327951,Success
COOc1ccc(cc1)C(C)(C)c2ccc(cc2)OC#N,Polycarbonate,2.8137889260917075,142.23916488385996,1.1904416412112515,703.3831938426008,233.3811086610812,100,0.0,Failed
FC(F)(F)CC(C)CC(C)Cl,PP,2.2341217098194317,-5.950325402203134,0.9153739730783068,2749.367826207546,338.5825021216267,300,78.2478687399547,Success
CC(=O)CC(Cl)CC(Cl)C,PVC,3.499016415055741,80.17547317018818,1.406007112550267,3064.521234981287,311.2858249997944,100,0.0,Failed
NCCCCCC(=O)NC(F)(F)F,Nylon-6,3.439928880202395,48.94764978142973,1.1099090302734749,1976.756232148441,456.7093726885008,100,0.0,Failed
CC(=O)CCCCCCl,PE,2.299499609309997,-120.83188227192552,0.9540646700178812,4913.661457545188,75.6320158752391,25,46.7208971570036,Success
CCC(Cl)CC(Cl)C(F)(F)F,PVC,3.5938665722941745,75.48502019851398,1.4336582192400251,592.6549927850973,139.66149263749432,100,0.0,Failed
FC(F)(F)C(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.314031114219562,78.19845514745481,1.3752740169294455,4809.843784563918,295.339136975766,200,66.3573929843563,Success
CCC(F)(F)CC(F)(F)C(=O)O,PVDF,12.055387847035805,-31.132966869878626,1.7609609115283904,2345.5507748336904,382.4798685604997,25,461.744470772169,Success
CCCC(F)(F)C(F)(F)C,PTFE,2.1500136758885025,111.14574685690582,2.244734731911826,1684.3947007255572,191.18098350417625,100,119.72458303984901,Success
NCC(C)CC(C)OC,PP,2.2598142462834745,-13.12567763205563,0.8942151180402179,4079.0889511950672,185.34451640770223,25,0.0,Failed
CC(=O)CC(C)CC(C)C#N,PP,2.124760272007931,-5.384217168208918,0.871416089659844,738.0136276011824,179.25724947655004,100,0.0,Failed
CCC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.389018396668255,73.76303453478035,1.3563880207023742,1958.5235100655625,131.2339528851885,25,0.0,Failed
COCCCCCC(F)(F)F,PE,2.290075727213157,-115.26128277403993,0.8702468368584987,3998.5593450834567,109.31985805929646,200,56.2987688320464,Success
NCC(Cl)CC(Cl)Cl,PVC,3.5772606145834063,75.52111672789786,1.4313145831883944,3501.3598408564426,253.36556485459676,200,96.4128975614573,Success
COCC(C)CC(C)CC,PP,2.209685916414405,-10.478639258302,0.8732670369659735,4964.544255314104,369.1862644066168,25,44.6643182960839,Success
CC(=O)C(F)(F)C(F)(F)Cl,PTFE,2.1061038080481453,111.75827427157115,2.222859972314183,3819.548771215319,298.7888048709925,100,0.0,Failed
CCCCCCCCCC,PE,2.126013368669358,-120.0528825664464,0.882703821354615,2262.127390625097,134.9387348633542,25,0.0,Failed
CCC(Cl)CC(Cl)C(=O)O,PVC,3.432423262592422,83.26916088971505,1.3630277950714518,1489.2892131399956,392.4390086645965,300,0.0,Failed
CCCC(F)(F)CC(F)(F)CC,PVDF,12.08052987478302,-30.56371429384395,1.8297567621728952,4710.279332335376,390.7946797292426,200,0.0,Failed
ClCC(C)CC(C)CC,PP,2.176041220632724,-7.120148014568905,0.8733434213809991,2534.588591635679,134.66699435536492,100,0.0,Failed
ClC(=O)c1ccc(cc1)C(=O)OCCOCl,PET,3.288316982003167,72.68560683752992,1.3665883942865318,2326.381244218752,178.67260929169834,25,0.0,Failed
CCCCC(Cl)CC(Cl)C(=O)O,PVC,3.532043662457767,78.44436028535756,1.4122876567469942,3425.4721951667634,356.85266794476865,300,0.0,Failed
CCC(F)(F)CC(F)(F)CC,PVDF,12.0581190650397,-34.932434988591375,1.7328630483025995,3255.2354944323065,346.24453532989816,25,0.0,Failed
CC(=O)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCC,Polycarbonate,2.850949979194406,141.71735314239402,1.2212521531338405,3203.231263761332,362.77115527003065,100,0.0,Failed
CCCCCCC(=O)NC,Nylon-6,3.527621204767728,49.28553592330549,1.1547166568510814,3250.0052914169264,184.9666865833812,200,0.0,Failed
COC(F)(F)C(F)(F)C#N,PTFE,2.0257872444157483,115.77831774410468,2.182994860944056,3203.884763098134,107.27738100065945,200,0.0,Failed
c1ccccc1CC(C)(C(=O)OC)CC(C)(C(=O)OC)C,PMMA,2.901863321463708,105.92135829632151,1.1713514736375337,2539.5053020269334,121.48290773844248,25,0.0,Failed
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOC(F)(F)F,PET,3.3384057323254392,78.83572220815486,1.418214738136695,1284.7244329858963,292.9244595534404,100,236.86939159005803,Success
CCCCCCCC#N,PE,2.2618926196296862,-119.59063840234823,0.8876807290418951,1480.583034740706,153.38236853711336,100,0.0,Failed
FC(F)(F)Oc1ccc(cc1)C(C)(C)c2ccc(cc2)OCl,Polycarbonate,2.975169459520059,145.78939637948653,1.2268102695102974,2298.549817042365,413.965425842772,100,121.164320712336,Success
CCC(C)(C(=O)OC)CC(C)(C(=O)OC)C(=O)O,PMMA,2.954101254423698,103.56569923269052,1.1627590589854675,1241.7196532958417,125.09133521752943,25,217.429960792,Success
CCCC(c1ccccc1)CC(c1ccccc1)Cl,Polystyrene,2.461837789681922,98.55759814305264,1.0403153400832927,2918.652460885188,71.58433743454697,100,80.9335412342983,Success
COCC(Cl)CC(Cl)CCC,PVC,3.4544169251986823,77.32770443997104,1.395769407882682,4044.466536132907,256.9914567893834,100,81.5164849901492,Success
CCOc1ccc(cc1)C(C)(C)c2ccc(cc2)OCCC,Polycarbonate,2.965083802843703,143.9539641475733,1.194903656643301,4112.333017151592,339.6025947775309,25,0.0,Failed
CC(=O)C(=O)c1ccc(cc1)C(=O)OCCOCC,PET,3.2160503071080373,70.2630675296711,1.4047761121040103,3034.720764423362,129.3830483757867,300,100.03729660783,Success
